TotalProducts,Id,Depth,ParentId,Name,SubTreeCount
103,112632,5,112630,Pirometers,0
89,112633,5,112630,Thermohygrometers,0
38,112634,5,112630,Hygrometers,0
209,112635,4,100461,"Temperature and Humidity Loggers",0
94,112636,4,100461,"Infrared Cameras",3
27,100668,5,112636,"FLIR Infrared Cameras",0
29,100541,5,112636,"Fluke Infrared Cameras",0
38,113321,5,112636,"Infrared Cameras - Others",0
78,112637,4,100461,"Gas Meters and Loggers",0
688,112638,4,100461,"Manometers and Pressure Meters",0
29,112639,4,100461,"pH Meters and Testers",0
74,112640,4,100461,"Anemometers and Thermoanemometers",0
61,112641,4,100461,Luxmeters,0
42,112642,4,100461,"Sound Meters",0
33,112643,4,100461,"Distance Meters",0
28,112644,4,100461,Tachometers,0
19,113481,4,100461,Vibrometers,0
176,112645,4,100461,"Meters of Env. Conditions - Others",0
78,113632,3,100164,"Inspection Cameras, Boroscopes",0
14,112646,3,100164,"Automotive meters",2
10,112647,4,112646,"Car Multimeters",0
4,112649,4,112646,"Car Multimeters - Others",0
6342,112650,3,100164,"Panel Meters",3
2063,112651,4,112650,"Analog Panel Meters",4
1210,118081,5,112651,Ammeters,0
421,118082,5,112651,Voltmeters,0
372,118083,5,112651,"Power Meters",0
60,118084,5,112651,"Analog Panel Meters - Others",0
1489,100163,4,112650,"Digital Panel Meters",5
172,118089,5,100163,Ammeters,0
267,118090,5,100163,Voltmeters,0
290,118091,5,100163,"Power Network Meters and Analyzers",0
277,118092,5,100163,"Energy Meters",0
483,118093,5,100163,"Digital Panel Meters - Others",0
2790,112652,4,112650,"Panel Meters - Accessories",6
210,118106,5,112652,Shunts,0
2295,118107,5,112652,"Current Transformers",0
184,118108,5,112652,Scales,0
44,118109,5,112652,"Rogowski Coils",0
27,118110,5,112652,"Extension modules",0
30,118111,5,112652,"Panel Meters - Accessories - Others",0
731,100277,3,100164,"Laboratory instruments",12
65,112653,4,100277,"LCR Meter",0
146,112654,4,100277,"Generators and Frequency Meters",0
6,118117,4,100277,"Logic Analyzers and Testers",0
64,112655,4,100277,"Spectrum Analyzers",0
27,112656,4,100277,Miliohmmeters,0
48,112657,4,100277,Decades,0
82,112658,4,100277,Calibrators,0
61,112659,4,100277,"Calibrators - Accessories",0
12,118118,4,100277,"Source Measure Units",0
61,113416,4,100277,"Data Acquisition Systems",0
130,113778,4,100277,"Electronic Loads",0
29,118115,4,100277,"Electrical Safety Testers",0
148,112660,3,100164,"Laboratory instruments - Others",0
710,100165,3,100164,"Laboratory Power Supplies",3
124,112661,4,100165,"One Channel Power Supplies",0
62,112662,4,100165,"Multichannel Power Supplies",0
524,112663,4,100165,"Programmable Power Supplies",0
1277,100276,3,100164,"Oscilloscopes and Scopemeters",5
1,112664,4,100276,"Analog Oscilloscopes",0
312,112665,4,100276,"Digital Oscilloscopes",0
82,112666,4,100276,"Portable Oscilloscopes, Scopemeters",0
114,112667,4,100276,"PC connected oscilloscopes",0
768,112668,4,100276,"Oscilloscopes and Scopemeters - Acc.",2
466,118113,5,112668,"Probes for Oscilloscopes and Scopometers",0
302,118114,5,112668,"Accessories for Oscilloscopes - Others",0
266,100514,3,100164,"LAN and Telephone Networks Testers",0
10503,100452,2,112607,"Measuring Accessories",11
4302,112671,3,100452,"Test Leads",3
4005,100451,4,112671,"Single Test Leads",0
174,112672,4,112671,"Test Leads - Sets",0
123,112673,4,112671,"Test Leads - Sets with Accessories",0
281,100371,3,100452,"Probes - Test Plugs",0
197,100048,3,100452,"Test hooks",0
29,112674,3,100452,"Test Clips",0
462,100045,3,100452,"Crocodile Clips",3
153,112675,4,100045,"4mm Crocodile Clips",0
23,112676,4,100045,"2mm Crocodile Clips",0
286,112677,4,100045,"Crocodile Clips - Others",0
1262,112678,3,100452,"Banana & Fork Plugs",3
984,100046,4,112678,"4mm Banana Plugs",0
204,112679,4,112678,"2mm Banana Plugs",0
74,112680,4,112678,"Fork plugs",0
1554,112681,3,100452,"Banana Sockets",2
1293,100047,4,112681,"4mm Banana Sockets",0
261,112682,4,112681,"2mm Banana Sockets",0
140,113631,3,100452,"Laboratory Clamps",0
24,112683,3,100452,"Hangers and uprights on wires",0
1933,112684,3,100452,"Contact Probes",0
319,113078,3,100452,"Laboratory Connectors - Others",0
5573,100605,2,112607,"Soldering and Welding Equipment",15
106,100177,3,100605,"Soldering irons and guns",0
35,100105,3,100605,"Gas soldering irons & torches",0
251,112685,3,100605,"Soldering & desoldering stations",5
133,112686,4,112685,"Soldering stations",0
19,112687,4,112685,"Desoldering stations",0
34,112688,4,112685,"Soldering-desoldering stations",0
46,112689,4,112685,"Hot-air stations",0
19,118184,4,112685,"Service Stations",0
770,100463,3,100605,"Soldering stations - accessories",4
104,112690,4,100463,"Soldering iron stands & feeders",0
62,112691,4,100463,"Sponges & tip cleaners",0
522,100539,4,100463,"Soldering stations - accessories",0
82,112692,4,100463,"Soldering accessories others",0
2640,112693,3,100605,"Soldering tips & nozzles",3
2247,100540,4,112693,"Soldering tips",0
147,112694,4,112693,"Desoldering Tips",0
246,112695,4,112693,"Hot-air nozzles",0
142,100306,3,100605,"Soldering fume extraction systems",3
32,118179,4,100306,"Fume Extractors",0
36,118180,4,100306,"Fume Extractors - Filters",0
74,118181,4,100306,"Fume Extractors – Accessories",0
27,100178,3,100605,"Soldering pots & baths",0
130,100395,3,100605,"Soldering Devices & Exposure Units",5
8,112696,4,100395,"Exposure units",0
20,118163,4,100395,Preheaters,0
32,112697,4,100395,"Ultrasonic cleaners",0
47,118157,4,100395,"Frames and PCB Holders",0
23,112698,4,100395,"Soldering devices others",0
134,100106,3,100605,"Auxiliary soldering tools",4
15,112699,4,100106,"Pick & place tools",0
3,112700,4,100106,"Component lead forming devices",0
33,112701,4,100106,"Desoldering pumps",0
83,100645,4,100106,"Various soldering tools",0
53,100483,3,100605,"Desoldering wicks",0
727,100305,3,100605,"Dispensers & accessories",5
40,112702,4,100305,Dispensers,0
159,112703,4,100305,"Barrels & cartridges",0
60,112704,4,100305,"Dispensers - pen & bottles",0
326,112705,4,100305,"Tips and nozzles",0
142,112706,4,100305,"Various dispensing products",0
449,112707,3,100605,Solders,2
432,100482,4,112707,"Solders - wires",2
90,113747,5,100482,"Solder wires - lead based",0
342,113748,5,100482,"Solder wires - lead free",0
17,112708,4,112707,"Solders - other",2
5,113749,5,112708,"Solders - other: lead based",0
12,113750,5,112708,"Solders - other: lead free",0
32,100484,3,100605,Fluxes,0
60,112710,3,100605,"Soldering chemicals",4
6,118158,4,112710,"Cleaning Agents",0
36,118159,4,112710,"High Temperature Resistant Tapes",0
5,118160,4,112710,"Soldering Pens",0
13,118162,4,112710,"Soldering Chemicals Others",0
17,113348,3,100605,"Welding Equipment",2
8,113356,4,113348,"Spare Parts and Accessories",3
5,113357,5,113356,"Handles and Welding Cables",0
1,113359,5,113356,"Nozzles and Sleeves",0
2,114075,5,113356,"Other Parts",0
9,113361,4,113348,"Masks and Protective Clothing",0
693,112711,2,112607,"PCB prototyping & production",4
223,112712,3,112711,"Copper laminates",2
131,112713,4,112712,"One-layer laminates",0
92,112714,4,112712,"Two-layers laminates",0
256,100110,3,112711,"Universal PCBs",0
205,100650,3,112711,"Assembly kits",0
9,100196,3,112711,"Materials for PCB production",0
1460,58,2,112607,"Chemical products",12
12,100193,3,58,Glues,0
25,100194,3,58,"Encapsulating materials",0
45,100192,3,58,"Heat conductive compounds",0
89,100111,3,58,"Marker pens, felt-tip pens, paints",0
29,100347,3,58,"Protection & screen coatings",0
75,100098,3,58,"Cleaning & maintaining products",0
24,100191,3,58,Lubricants,0
20,118112,3,58,"Compressed Air and Freezers",0
5,113775,3,58,"Chemicals for Food Industry",0
27,100099,3,58,"Wipes & cleaning clothes",0
1101,112715,3,58,Tapes,8
8,114058,4,112715,"Tapes Al & Cu",0
434,113373,4,112715,"Electrotechnical tapes",3
347,113374,5,113373,"Insulating tapes",0
61,113375,5,113373,"Shielding and grounding tapes",0
26,113376,5,113373,"Self-amalgamating tapes",0
131,113377,4,112715,"Thermoconductive tapes",0
378,113378,4,112715,"Fixing tapes",0
110,113379,4,112715,"Repair tapes",0
23,113380,4,112715,"Masking tapes",0
1,113382,4,112715,"Other tapes",0
16,118121,4,112715,"Accessories for tapes",0
8,100100,3,58,"Chemicals others",0
42314,100168,2,112607,Tools,24
4384,112718,3,100168,"Screwdrivers, Ceramic Screwdrivers",4
2964,112719,4,112718,Screwdrivers,0
610,112720,4,112718,"Insulated Screwdrivers",0
745,113765,4,112718,"Screwdrivers Sets",0
65,112721,4,112718,"Ceramic Screwdrivers (Trimmers)",0
3154,100117,3,100168,"Screwdriver Bits",0
296,113761,3,100168,"Screwdriver Bits Sets",0
10030,112722,3,100168,"Wrenches, Wrenches Sets",7
2018,112723,4,112722,"Wrenches and Combination Wrenches",0
1426,112724,4,112722,"Hex and Torx keys",0
4689,113766,4,112722,"Socket Wrenches",0
326,113767,4,112722,"Adjustable Wrenches",0
400,113768,4,112722,"Torque Wrenches",0
978,112725,4,112722,"Wrenches Sets",0
193,112726,4,112722,"Wrenches - Others",0
4288,100114,3,100168,"General Purpose Tools",5
636,112727,4,100114,"Files, Scrapers",0
410,112728,4,100114,"Saw and Hack Saw",0
848,112729,4,100114,"Hammers and Axes",0
733,113783,4,100114,"Vices and Clamps",0
1661,112730,4,100114,"General Purpose Tools - Others",0
3821,100113,3,100168,"Pliers, Shears, Knives",11
941,112731,4,100113,"Cutting Pliers",0
335,112732,4,100113,"Flat and Semicircular Pliers",0
217,112733,4,100113,"Universal Pliers",0
328,112734,4,100113,"Insulated Pliers",0
213,113770,4,100113,"Adjustable Pliers",0
304,113771,4,100113,"Ring Pliers",0
128,113772,4,100113,"Locking Pliers",0
183,112735,4,100113,"Special Pliers",0
125,113773,4,100113,"Pliers Sets",0
823,112736,4,100113,"Shears, Scissors, Knives",0
224,113774,4,100113,"Wire Rope and Cable Cutters",0
818,100436,3,100168,Tweezers,3
253,112737,4,100436,"Universal Tweezers",0
282,112738,4,100436,"Precision Tweezers",0
283,112739,4,100436,"ESD Tweezers",0
562,112740,3,100168,"Strippers for wire & cable",1
562,100169,4,112740,"Strippers for wire & cable",0
1820,100115,3,100168,"Crimping Tools",5
546,112742,4,100115,"Crimping Tools for Terminals",0
52,112743,4,100115,"Crimping Tools for Coaxial/RF Connectors",0
77,112744,4,100115,"Crimping Tools for RJ Plugs",0
650,112745,4,100115,"Crimping Tools - Others",0
495,113769,4,100115,"Dedicated Crimping Tools",0
239,113671,3,100168,"Tools and Acc. for Working at Height",0
762,100387,3,100168,"Measuring Tools",0
375,113669,3,100168,"Repair and Construction Tools",0
103,100171,3,100168,"Inspection Tools",4
30,112746,4,100171,"Magnifying Glasses",0
16,112747,4,100171,"Desktop Magnifiers with Backlight",0
29,112748,4,100171,Microscopes,0
28,112749,4,100171,"Inspection Tools - Others",0
103,114021,3,100168,"Industrial and Workshop Lighting",0
683,112750,3,100168,"Tool Sets, Cases, Tool Bags",2
313,112751,4,112750,"Tool Sets",0
370,100118,4,112750,"Tool bags and cases",0
72,113543,3,100168,"Handles, Stands",0
220,100466,3,100168,"Glue Guns, Hot Air Guns",2
148,112752,4,100466,"Glue Guns and Stick Adhesives Glues",0
72,112753,4,100466,"Hot Air Guns and Accessories",0
316,113796,3,100168,"Pneumatic Tools and Accessories",2
222,113797,4,113796,"Pneumatic Tools",0
94,113798,4,113796,"Accessories for Pneumatic Tools",0
2084,100170,3,100168,"Power Tools & Accessories",4
147,112754,4,100170,"Electric Power Tools",0
54,112755,4,100170,"Cordless Power Tools",0
1206,100116,4,100170,"Power Tools - Parts and Accessories",0
677,113451,4,113449,"Cutting and Grinding Discs",0
6513,113482,3,100168,Drills,5
3366,113483,4,113482,"Drills for Metal",0
1226,113484,4,113482,"Drills for Concrete",0
467,113485,4,113482,"Drills for Wood",0
1194,113486,4,113482,"Drills - Others",0
260,113782,4,113482,"Drill Sets",0
546,113487,3,100168,"Threading Dies and Taps",0
189,113488,3,100168,Reamers,0
1290,113449,3,100168,"Abrasive materials",4
10,113450,4,113449,"Micro Abrasive Materials",0
677,113451,4,113449,"Cutting and Grinding Discs",0
556,113452,4,113449,"Abrasive Sheets and Discs",0
47,114063,4,113449,"Abrasive Brushes and Sponges",0
323,113734,3,100168,"Garden Tools",0
1350,100174,2,112607,"Antistatic Protection",12
649,100173,3,100174,"Static Protection-Personal",7
29,112756,4,100173,"Antistatic Wirst Bands",0
17,112757,4,100173,"Antistatic Shoes Grounders",0
360,112758,4,100173,"ESD Clothing",2
236,118075,5,112758,"Coats, Coveralls and Shirts",0
124,118076,5,112758,"Protective Gloves and Thimbles",0
141,112759,4,100173,"ESD Mats",3
66,112760,5,112759,"ESD Bench Mats",0
32,112761,5,112759,"ESD Floor Mats",0
43,112762,5,112759,"ESD Workstations",0
88,112763,4,100173,"ESD Accessories",0
6,112764,4,100173,"ESD Inspection",0
8,112765,4,100173,"Static Protection-Personal Others",0
46,118119,3,100174,"ESD Chairs and Stools",0
56,112766,3,100174,"ESD Boxes, Lockers",0
29,118105,3,100174,"ESD Brushes",0
10,112767,3,100174,"ESD Foams",0
310,100175,3,100174,"ESD Bags and Foils",0
3,118077,3,100174,"Antistatic Chemical Products",0
26,118120,3,100174,"Humidity Indicators and Desiccants",0
72,118078,3,100174,"ESD Office Supplies",0
39,118079,3,100174,"Tapes and Labels",0
42,118080,3,100174,Ionizers,0
68,100172,3,100174,"Antistatic Protection Others",0
189,118136,2,112607,Cleanroom,8
59,118137,3,118136,Clothing,3
6,118149,4,118137,Coats,0
44,118150,4,118137,"Protective Gloves and Thimbles",0
9,118151,4,118137,"Protection Personal - Others",0
14,118152,3,118136,"Bags and Sacks",0
34,118153,3,118136,Dispensers,0
13,118138,3,118136,"Adhesive mats",0
13,118139,3,118136,Chairs,0
11,118154,3,118136,"Office Equipment",0
23,118185,3,118136,"Wipes & Cleaning Clothes",0
22,118140,3,118136,"Cleanroom - others",0
1912,100456,2,112607,Storage,7
126,100454,3,100456,"Containers and Boxes",0
9,112768,3,100456,"Drawers and Sets",0
168,100457,3,100456,Packing,0
1144,100458,3,100456,"Printers and Markers",0
176,100455,3,100456,"Warehouse Devices",0
202,113786,4,100447,"Safety Signs",0
87,113787,4,100447,"Warning and Marking Tapes",0
1958,100446,2,112607,"Health and Safety",3
289,100447,3,100446,"Warning and Informations",2
202,113786,4,100447,"Safety Signs",0
87,113787,4,100447,"Warning and Marking Tapes",0
1474,100445,3,100446,"Personal Protection",7
70,112770,4,100445,"Respiratory Protection",0
62,113788,4,100445,"Head and Face Protection",0
141,112771,4,100445,"Eye Protection",0
45,113789,4,100445,"Hearing Protection",0
283,112772,4,100445,"Hand Protection",0
588,113790,4,100445,"Leg protection",0
285,112773,4,100445,"Work and Protective Clothing",0
195,112774,3,100446,"Health and Safety - Others",0
342,118096,1,111000,"Office Equipment",4
96,118097,2,118096,"Writing Accessories",0
104,118098,2,118096,"Paper Supplies",0
18,118100,2,118096,"Office Fans",0
124,118099,2,118096,"Office Accessories",0
6262,71,1,111000,"Car Audio",17
2259,113255,2,112533,"Heat Shrink Tubes",0
441,112775,2,71,"Car Antennas",5
57,100542,3,112775,"GPS and GSM Car Antennas",0
44,100553,3,112775,"CB Car Antennas",0
3,112776,3,112775,"TV Car Antennas",0
163,100238,3,112775,"Radio Car Antennas",0
174,100204,3,112783,"Car antennas plugs and adapters",0
230,112777,2,71,Adapters,5
126,100202,3,112777,"Car Radio Adapters",0
67,100573,3,112777,"Stalk Adapters",0
7,100603,3,112777,"Car navigation adapters",0
22,100203,3,112777,"Speaker Adapters",0
8,100683,3,112777,"Active System Adapters",0
119,113099,2,71,Interfaces,2
6,100608,3,113099,"AUX Interfaces",0
113,100510,3,113099,"Aux Adapters",0
824,112781,2,71,"Car Speakers",5
66,100126,3,112781,"Car Speakers",0
218,100230,3,112781,"Plastic Mounting Accessories",0
279,113177,3,112781,"MDF Mounting Accessories",0
217,113202,3,112781,"Loudspeaker Enclosures",0
44,113261,3,112781,"Acoustic Accessories",0
1302,112782,2,71,Frames,1
1302,100226,3,112782,"Facia Plates",0
411,112783,2,71,Connectors,5
88,100127,3,112783,"Connectors for panel car audio",0
57,100459,3,112783,"Connectors for original car audio",0
67,100532,3,112783,"Housings and terminals for car audio",0
25,100205,3,112783,"ISO plugs and sockets",0
174,100204,3,112783,"Car antennas plugs and adapters",0
279,100602,2,71,"Car Power Accessories",0
79,100414,2,71,"Frames and half frames for radio and CB",0
184,100509,2,71,"Professional Car Audio Accessories",0
33,100197,2,71,"Speakers Grilles, Front Panel Holders",0
22,100415,2,71,"Radio-Panel Tapes",0
24,100443,2,71,"Radio Release Keys",0
17,100200,2,71,"CD Changer Cables",0
13,112784,2,71,"Park sensors and driving recorders",0
175,100527,2,71,"Hands free kit cables",0
24,113741,2,71,"Car Holders",0
1778,113643,1,111000,"Computer Accessories",11
148,113644,2,113643,"Memory Cards",0
169,113645,2,113643,Pendrives,0
76,118182,2,113643,"Memory Modules",0
149,113646,2,113643,"Computer Power Supply Units and UPSs",0
333,113647,2,113643,Peripherals,0
88,113648,2,113643,"Stands and Holders",0
243,113649,2,113643,"HDD/SSD Accessories",0
222,113650,2,113643,"Computer Adapters",0
268,113642,2,113643,"Socket Strips",0
60,113651,2,113643,"Computer Accessories - Others",0
22,113742,2,113643,"Privacy Filters",0
2962,113324,1,111000,"Robotics and Prototyping",10
64,113325,2,113324,"Programmable Controllers",0
662,113690,2,113324,"Sensor Modules",5
214,113691,3,113690,"Environmental Sensors",0
59,113692,3,113690,"Position Sensors",0
184,113693,3,113690,"Distance Sensors",0
186,113694,3,113690,"Other Sensors",0
19,113695,3,113690,"Sets and Accessories",0
62,113696,2,113324,"Audio-Video Modules",2
51,113697,3,113696,"Audio Modules",0
11,113698,3,113696,"Camera Modules",0
431,113699,2,113324,"Other Modules",6
20,113700,3,113699,"Connector Modules",0
35,113701,3,113699,Converters,0
23,113702,3,113699,"Relay Modules",0
8,113703,3,113699,"RTC Modules",0
41,113704,3,113699,Adapters,0
304,113705,3,113699,"Other Modules",0
173,113688,2,113324,"Power Supply Modules",3
135,113706,3,113688,"Converter Modules",0
23,113707,3,113688,"Charger Modules",0
15,113708,3,113688,"Others Power Supply Modules",0
208,113328,2,113324,"Motor Control Modules",0
591,113689,2,113324,"Micromotors and Accessories",5
393,113709,3,113689,"DC Motors",0
1,113710,3,113689,"BLDC Motors",0
23,113711,3,113689,"Stepper Motors",0
105,113712,3,113689,"Servo Motors",0
69,113713,3,113689,"Accessories for Micromotors",0
238,113714,2,113324,"Robotics and RC",3
9,113715,3,113714,Controllers,0
88,113716,3,113714,"Frames and Chassis",0
141,113717,3,113714,"Accessories for Robotics and RC",0
517,113413,2,113324,"3D Printers and Accessories",0
16,113776,2,113324,"Industrial Robotics",0
